longitude	longitude_bnds	latitude	latitude_bnds	time..YYYYMMDDHHMMSS.	time_bnds..YYYYMMDDHHMMSS.	altitude..km.	alt_bnds..km.	fluorescence_offset_relative_771nm_idp	fluorescence_offset_relative_757nm_idp	xco2..Moles.Mole...1..
-74.5822482638889	-74.70703125:-74.4574652778	-33.7141974405794	-33.838785746:-33.5896091352	20160804120000	20160804000000:20160805000000	3039.31567382812	0.0:6078.63134766	0.00629231	0.00264708	0.000399393
-74.5822482638889	-74.70703125:-74.4574652778	-33.465020829812	-33.5896091352:-33.3404325244	20160804120000	20160804000000:20160805000000	3039.31567382812	0.0:6078.63134766	0.0109863	0.000169542	0.000399476
-74.5822482638889	-74.70703125:-74.4574652778	-33.2158442190446	-33.3404325244:-33.0912559137	20160804120000	20160804000000:20160805000000	3039.31567382812	0.0:6078.63134766	0.00854492	0.0065918	0.000398342
-74.5822482638889	-74.70703125:-74.4574652778	-13.5308919684185	-13.6554802738:-13.406303663	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.00695801	0.197062	0.000391067
-74.5822482638889	-74.70703125:-74.4574652778	-13.2817153576511	-13.406303663:-13.1571270523	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.00649271	-0.0130932	0.000398218
-74.5822482638889	-74.70703125:-74.4574652778	-13.0325387468837	-13.1571270523:-12.9079504415	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.0137181	0.00365386	0.000394897
-74.5822482638889	-74.70703125:-74.4574652778	-12.7833621361163	-12.9079504415:-12.6587738307	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.00609897	0.00373599	0.000398506
-74.5822482638889	-74.70703125:-74.4574652778	-12.5341855253489	-12.6587738307:-12.40959722	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.0094072	-0.0066853	0.000397868
-74.5822482638889	-74.70703125:-74.4574652778	-12.2850089145814	-12.40959722:-12.1604206092	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.0122468	-0.00500099	0.000400594
-74.5822482638889	-74.70703125:-74.4574652778	-12.035832303814	-12.1604206092:-11.9112439984	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.0032959	0.000671387	0.000402655
-74.5822482638889	-74.70703125:-74.4574652778	-5.80641703462856	-5.93100534001:-5.68182872924	20160808120000	20160808000000:20160809000000	3039.31567382812	0.0:6078.63134766	0.0180664	0.0088501	0.000396096
-74.5822482638889	-74.70703125:-74.4574652778	-5.30806381309372	-5.43265211848:-5.18347550771	20160808120000	20160808000000:20160809000000	3039.31567382812	0.0:6078.63134766	0.0190125	0.0117188	0.000398761
-74.5822482638889	-74.70703125:-74.4574652778	-5.0588872023263	-5.18347550771:-4.93429889694	20160808120000	20160808000000:20160809000000	3039.31567382812	0.0:6078.63134766	0.0171102	0.0131836	0.000399926
-74.5822482638889	-74.70703125:-74.4574652778	-4.56053398079147	-4.68512228618:-4.43594567541	20160808120000	20160808000000:20160809000000	3039.31567382812	0.0:6078.63134766	0.016571	0.0106201	0.000399764
-74.3326822916667	-74.4574652778:-74.2078993056	-14.7767750222556	-14.9013633276:-14.6521867169	20160806120000	20160806000000:20160807000000	3039.31567382812	0.0:6078.63134766	0.00305176	-0.00511475	0.000400632
