longitude	longitude_bnds	latitude	latitude_bnds	time..YYYYMMDDHHMMSS.	time_bnds..YYYYMMDDHHMMSS.	altitude..km.	alt_bnds..km.	fluorescence_offset_relative_771nm_idp	fluorescence_offset_relative_757nm_idp	xco2..Moles.Mole...1..
-74.5822482638889	-74.70703125:-74.4574652778	-32.4683143867424	-32.5929026921:-32.3437260814	20181004120000	20181004000000:20181005000000	2975.77807617188	0.0:5951.55615234	0.00964355	0.0012207	0.000403928
-74.5822482638889	-74.70703125:-74.4574652778	-32.2191377759749	-32.3437260814:-32.0945494706	20181004120000	20181004000000:20181005000000	2975.77807617188	0.0:5951.55615234	-0.0172348	0.0245579	0.000400188
-74.5822482638889	-74.70703125:-74.4574652778	-31.9699611652075	-32.0945494706:-31.8453728598	20181004120000	20181004000000:20181005000000	2975.77807617188	0.0:5951.55615234	0.0491619	-0.00841064	0.000398985
-74.5822482638889	-74.70703125:-74.4574652778	-31.7207845544401	-31.8453728598:-31.5961962491	20181004120000	20181004000000:20181005000000	2975.77807617188	0.0:5951.55615234	-0.00551536	0.0681041	0.000398003
-74.5822482638889	-74.70703125:-74.4574652778	-31.4716079436727	-31.5961962491:-31.3470196383	20181004120000	20181004000000:20181005000000	2975.77807617188	0.0:5951.55615234	0.0173136	0.015096	0.000397352
-74.5822482638889	-74.70703125:-74.4574652778	-30.2257248898356	-30.3503131952:-30.1011365845	20181006120000	20181006000000:20181007000000	2975.77807617188	0.0:5951.55615234	0.0128632	-0.00107829	0.000394312
-74.5822482638889	-74.70703125:-74.4574652778	-29.9765482790682	-30.1011365845:-29.8519599737	20181006120000	20181006000000:20181007000000	2975.77807617188	0.0:5951.55615234	0.000396729	0.00323486	0.000393609
-74.5822482638889	-74.70703125:-74.4574652778	-29.4781950575333	-29.6027833629:-29.3536067521	20181006120000	20181006000000:20181007000000	2975.77807617188	0.0:5951.55615234	0.0174561	-0.00384521	0.000396274
-74.5822482638889	-74.70703125:-74.4574652778	-29.2290184467659	-29.3536067521:-29.1044301414	20181006120000	20181006000000:20181007000000	2975.77807617188	0.0:5951.55615234	0.0223083	0.146932	0.000392551
-74.5822482638889	-74.70703125:-74.4574652778	-24.494662842185	-24.6192511476:-24.3700745368	20181031120000	20181031000000:20181101000000	2975.77807617188	0.0:5951.55615234	-0.00634061	-0.0568347	0.000403734
-74.5822482638889	-74.70703125:-74.4574652778	-24.2454862314175	-24.3700745368:-24.120897926	20181031120000	20181031000000:20181101000000	2975.77807617188	0.0:5951.55615234	-0.00532725	0.0579438	0.000402597
-74.5822482638889	-74.70703125:-74.4574652778	-23.9963096206501	-24.120897926:-23.8717213153	20181031120000	20181031000000:20181101000000	2975.77807617188	0.0:5951.55615234	-0.000959418	0.0122184	0.000402199
-74.5822482638889	-74.70703125:-74.4574652778	-23.7471330098827	-23.8717213153:-23.6225447045	20181031120000	20181031000000:20181101000000	2975.77807617188	0.0:5951.55615234	-0.00557998	0.0355779	0.000403314
-74.5822482638889	-74.70703125:-74.4574652778	-23.4979563991153	-23.6225447045:-23.3733680937	20181031120000	20181031000000:20181101000000	2975.77807617188	0.0:5951.55615234	0.0102173	0.00118164	0.000397959
