longitude	longitude_bnds	latitude	latitude_bnds	time..YYYYMMDDHHMMSS.	time_bnds..YYYYMMDDHHMMSS.	altitude..km.	alt_bnds..km.	fluorescence_offset_relative_771nm_idp	fluorescence_offset_relative_757nm_idp	xco2..Moles.Mole...1..
-74.5822482638889	-74.70703125:-74.4574652778	-28.7306652252311	-28.8552535306:-28.6060769198	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	0.00933838	0.00149536	0.000408982
-74.5822482638889	-74.70703125:-74.4574652778	-28.4814886144637	-28.6060769198:-28.3569003091	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	-0.0226593	-0.00442912	0.000408516
-74.5822482638889	-74.70703125:-74.4574652778	-28.2323120036962	-28.3569003091:-28.1077236983	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	-0.0091841	0.0222015	0.000408485
-74.5822482638889	-74.70703125:-74.4574652778	-27.9831353929288	-28.1077236983:-27.8585470875	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	-0.00479175	-0.0135055	0.000408086
-74.5822482638889	-74.70703125:-74.4574652778	-27.7339587821614	-27.8585470875:-27.6093704768	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	-0.00347732	0.040271	0.000408079
-74.5822482638889	-74.70703125:-74.4574652778	-27.484782171394	-27.6093704768:-27.360193866	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	0.010309	0.192912	0.000408008
-74.5822482638889	-74.70703125:-74.4574652778	-27.2356055606266	-27.360193866:-27.1110172552	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	-0.00590492	-0.00411922	0.000407381
-74.5822482638889	-74.70703125:-74.4574652778	-26.9864289498591	-27.1110172552:-26.8618406445	20190619120000	20190619000000:20190620000000	3270.6025390625	0.0:6541.20507812	-0.00204233	0.0075798	0.000407783
-74.5822482638889	-74.70703125:-74.4574652778	-21.2553669022085	-21.3799552076:-21.1307785968	20190612120000	20190612000000:20190613000000	3270.6025390625	0.0:6541.20507812	0.00104004	-0.0113397	0.000407702
-74.5822482638889	-74.70703125:-74.4574652778	-21.0061902914411	-21.1307785968:-20.8816019861	20190612120000	20190612000000:20190613000000	3270.6025390625	0.0:6541.20507812	0.00754395	-0.00303955	0.0004073
-74.5822482638889	-74.70703125:-74.4574652778	-20.7570136806737	-20.8816019861:-20.6324253753	20190612120000	20190612000000:20190613000000	3270.6025390625	0.0:6541.20507812	0.0269696	0.0107056	0.000406688
-74.5822482638889	-74.70703125:-74.4574652778	-20.5078370699063	-20.6324253753:-20.3832487645	20190612120000	20190612000000:20190613000000	3270.6025390625	0.0:6541.20507812	0.0224202	-0.0927429	0.000406235
-74.5822482638889	-74.70703125:-74.4574652778	-20.0094838483714	-20.1340721538:-19.884895543	20190612120000	20190612000000:20190613000000	3270.6025390625	0.0:6541.20507812	-0.00578962	0.03302	0.000407155
-74.5822482638889	-74.70703125:-74.4574652778	-19.760307237604	-19.884895543:-19.6357189322	20190612120000	20190612000000:20190613000000	3270.6025390625	0.0:6541.20507812	0.020813	-0.0118408	0.000407254
-74.5822482638889	-74.70703125:-74.4574652778	-14.0292451899534	-14.1538334953:-13.9046568846	20190605120000	20190605000000:20190606000000	3270.6025390625	0.0:6541.20507812	-0.000372315	5.07519	0.000405214
-74.5822482638889	-74.70703125:-74.4574652778	-13.780068579186	-13.9046568846:-13.6554802738	20190605120000	20190605000000:20190606000000	3270.6025390625	0.0:6541.20507812	0.00979505	0.00439562	0.000402314
