longitude	longitude_bnds	latitude	latitude_bnds	time..YYYYMMDDHHMMSS.	time_bnds..YYYYMMDDHHMMSS.	altitude..km.	alt_bnds..km.	fluorescence_offset_relative_771nm_idp	fluorescence_offset_relative_757nm_idp	xco2..Moles.Mole...1..
-74.5822482638889	-74.70703125:-74.4574652778	-32.4683143867424	-32.5929026921:-32.3437260814	20161030120000	20161030000000:20161031000000	3259.0654296875	0.0:6518.13085938	0.00834207	-0.0155204	0.000394547
-74.5822482638889	-74.70703125:-74.4574652778	-32.2191377759749	-32.3437260814:-32.0945494706	20161030120000	20161030000000:20161031000000	3259.0654296875	0.0:6518.13085938	0.00774037	0.0140788	0.000395481
-74.5822482638889	-74.70703125:-74.4574652778	-31.9699611652075	-32.0945494706:-31.8453728598	20161030120000	20161030000000:20161031000000	3259.0654296875	0.0:6518.13085938	0.0158665	2.45053	0.000394477
-74.5822482638889	-74.70703125:-74.4574652778	-31.7207845544401	-31.8453728598:-31.5961962491	20161030120000	20161030000000:20161031000000	3259.0654296875	0.0:6518.13085938	-999999	-0.0310669	0.000396925
-74.5822482638889	-74.70703125:-74.4574652778	-24.2454862314175	-24.3700745368:-24.120897926	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.0757202	0.00402832	0.000396754
-74.5822482638889	-74.70703125:-74.4574652778	-23.9963096206501	-24.120897926:-23.8717213153	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	-0.00282154	0.040785	0.000395455
-74.5822482638889	-74.70703125:-74.4574652778	-23.7471330098827	-23.8717213153:-23.6225447045	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.0256958	-0.0105364	0.0003948
-74.5822482638889	-74.70703125:-74.4574652778	-23.4979563991153	-23.6225447045:-23.3733680937	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.00913777	-0.00634581	0.000395176
-74.5822482638889	-74.70703125:-74.4574652778	-23.2487797883479	-23.3733680937:-23.124191483	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.0167964	0.0233803	0.000395671
-74.5822482638889	-74.70703125:-74.4574652778	-22.9996031775804	-23.124191483:-22.8750148722	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.00244938	-0.015434	0.000395615
-74.5822482638889	-74.70703125:-74.4574652778	-22.750426566813	-22.8750148722:-22.6258382614	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.00205545	0.00531945	0.000394733
-74.5822482638889	-74.70703125:-74.4574652778	-15.7734814653253	-15.8980697707:-15.6488931599	20161018120000	20161018000000:20161019000000	3259.0654296875	0.0:6518.13085938	0.0048999	-0.007922	0.000398094
-74.5822482638889	-74.70703125:-74.4574652778	-15.5243048545579	-15.6488931599:-15.3997165492	20161018120000	20161018000000:20161019000000	3259.0654296875	0.0:6518.13085938	0.00568026	-0.00139753	0.000400136
-74.5822482638889	-74.70703125:-74.4574652778	-15.2751282437905	-15.3997165492:-15.1505399384	20161018120000	20161018000000:20161019000000	3259.0654296875	0.0:6518.13085938	0.0129019	0.00175307	0.000398257
-74.5822482638889	-74.70703125:-74.4574652778	-13.0325387468837	-13.1571270523:-12.9079504415	20161009120000	20161009000000:20161010000000	3259.0654296875	0.0:6518.13085938	0.00183105	-0.00151571	0.000394516
-74.5822482638889	-74.70703125:-74.4574652778	-12.7833621361163	-12.9079504415:-12.6587738307	20161009120000	20161009000000:20161010000000	3259.0654296875	0.0:6518.13085938	0.00656971	0.0151158	0.000397593
-74.5822482638889	-74.70703125:-74.4574652778	-12.5341855253489	-12.6587738307:-12.40959722	20161009120000	20161009000000:20161010000000	3259.0654296875	0.0:6518.13085938	0.00777928	-0.00139879	0.000397731
-74.5822482638889	-74.70703125:-74.4574652778	-12.2850089145814	-12.40959722:-12.1604206092	20161009120000	20161009000000:20161010000000	3259.0654296875	0.0:6518.13085938	0.00663154	0.0110914	0.000398431
-74.5822482638889	-74.70703125:-74.4574652778	-8.79653636383758	-8.92112466922:-8.67194805845	20161011120000	20161011000000:20161012000000	3259.0654296875	0.0:6518.13085938	0.0172817	0.0113961	0.000400493
-74.5822482638889	-74.70703125:-74.4574652778	1.17052806685916	1.04593976148:1.29511637224	20161027120000	20161027000000:20161028000000	3259.0654296875	0.0:6518.13085938	0.027771	0.00817871	0.000396077
-74.3326822916667	-74.4574652778:-74.2078993056	-32.4683143867424	-32.5929026921:-32.3437260814	20161030120000	20161030000000:20161031000000	3259.0654296875	0.0:6518.13085938	-0.010849	-0.00917562	0.000395744
-74.3326822916667	-74.4574652778:-74.2078993056	-25.2421926744872	-25.3667809799:-25.1176043691	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.188214	-0.0189676	0.000392297
-74.3326822916667	-74.4574652778:-74.2078993056	-24.9930160637198	-25.1176043691:-24.8684277583	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.0174649	-0.00843904	0.000395966
-74.3326822916667	-74.4574652778:-74.2078993056	-24.7438394529524	-24.8684277583:-24.6192511476	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	-0.00513104	0.0106743	0.000396666
-74.3326822916667	-74.4574652778:-74.2078993056	-24.494662842185	-24.6192511476:-24.3700745368	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	-0.00571244	-0.0165727	0.000394816
-74.3326822916667	-74.4574652778:-74.2078993056	-24.2454862314175	-24.3700745368:-24.120897926	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.00738901	0.028371	0.00039311
-74.3326822916667	-74.4574652778:-74.2078993056	-23.9963096206501	-24.120897926:-23.8717213153	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	0.0133749	0.0223287	0.000394777
-74.3326822916667	-74.4574652778:-74.2078993056	-23.7471330098827	-23.8717213153:-23.6225447045	20161025120000	20161025000000:20161026000000	3259.0654296875	0.0:6518.13085938	-0.013421	0.215493	0.000395502
-74.3326822916667	-74.4574652778:-74.2078993056	-20.2586604591388	-20.3832487645:-20.1340721538	20161016120000	20161016000000:20161017000000	3259.0654296875	0.0:6518.13085938	0.00933838	-0.00506592	0.000384656
-74.3326822916667	-74.4574652778:-74.2078993056	-14.2784218007208	-14.4030101061:-14.1538334953	20161009120000	20161009000000:20161010000000	3259.0654296875	0.0:6518.13085938	0.00662786	7.76811e-05	0.000395021
-74.3326822916667	-74.4574652778:-74.2078993056	-14.0292451899534	-14.1538334953:-13.9046568846	20161009120000	20161009000000:20161010000000	3259.0654296875	0.0:6518.13085938	0.0199112	0.00203971	0.000396223
