longitude	longitude_bnds	latitude	latitude_bnds	time..YYYYMMDDHHMMSS.	time_bnds..YYYYMMDDHHMMSS.	altitude..km.	alt_bnds..km.	fluorescence_offset_relative_771nm_idp	fluorescence_offset_relative_757nm_idp	xco2..Moles.Mole...1..
-74.5822482638889	-74.70703125:-74.4574652778	-33.7141974405794	-33.838785746:-33.5896091352	20160125120000	20160125000000:20160126000000	3245.80102539062	0.0:6491.60205078	0.00637883	0.000103924	0.000396791
-74.5822482638889	-74.70703125:-74.4574652778	-33.465020829812	-33.5896091352:-33.3404325244	20160125120000	20160125000000:20160126000000	3245.80102539062	0.0:6491.60205078	-0.00550784	0.00713252	0.000395923
-74.5822482638889	-74.70703125:-74.4574652778	-28.7306652252311	-28.8552535306:-28.6060769198	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.00949097	-0.0100403	0.000397345
-74.5822482638889	-74.70703125:-74.4574652778	-28.4814886144637	-28.6060769198:-28.3569003091	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	-0.00217144	0.0111894	0.000397104
-74.5822482638889	-74.70703125:-74.4574652778	-28.2323120036962	-28.3569003091:-28.1077236983	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.00733669	0.0095746	0.000397387
-74.5822482638889	-74.70703125:-74.4574652778	-27.9831353929288	-28.1077236983:-27.8585470875	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.00151141	0.00519461	0.000397186
-74.5822482638889	-74.70703125:-74.4574652778	-27.7339587821614	-27.8585470875:-27.6093704768	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.00850438	0.012064	0.000397334
-74.5822482638889	-74.70703125:-74.4574652778	-27.484782171394	-27.6093704768:-27.360193866	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.0097726	-0.00137329	0.000397282
-74.5822482638889	-74.70703125:-74.4574652778	-27.2356055606266	-27.360193866:-27.1110172552	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	-0.0049567	0.0248028	0.000397092
-74.5822482638889	-74.70703125:-74.4574652778	-26.7372523390917	-26.8618406445:-26.6126640337	20160109120000	20160109000000:20160110000000	3245.80102539062	0.0:6491.60205078	0.0182224	0.0275705	0.000391176
-74.5822482638889	-74.70703125:-74.4574652778	-26.4880757283243	-26.6126640337:-26.3634874229	20160109120000	20160109000000:20160110000000	3245.80102539062	0.0:6491.60205078	0.0102227	-0.0156227	0.000392606
-74.5822482638889	-74.70703125:-74.4574652778	-26.2388991175569	-26.3634874229:-26.1143108122	20160109120000	20160109000000:20160110000000	3245.80102539062	0.0:6491.60205078	0.0218913	-0.0360667	0.000392712
-74.5822482638889	-74.70703125:-74.4574652778	-22.2520733452782	-22.3766616507:-22.1274850399	20160111120000	20160111000000:20160112000000	3245.80102539062	0.0:6491.60205078	0.0127563	0.0137939	0.000398392
-74.5822482638889	-74.70703125:-74.4574652778	-22.0028967345108	-22.1274850399:-21.8783084291	20160111120000	20160111000000:20160112000000	3245.80102539062	0.0:6491.60205078	0.00897129	0.0105353	0.000397557
-74.5822482638889	-74.70703125:-74.4574652778	-21.7537201237434	-21.8783084291:-21.6291318184	20160111120000	20160111000000:20160112000000	3245.80102539062	0.0:6491.60205078	0.00411851	0.00168635	0.000397495
-74.5822482638889	-74.70703125:-74.4574652778	-21.5045435129759	-21.6291318184:-21.3799552076	20160111120000	20160111000000:20160112000000	3245.80102539062	0.0:6491.60205078	0.00593659	-0.0010376	0.00039733
-74.5822482638889	-74.70703125:-74.4574652778	-21.2553669022085	-21.3799552076:-21.1307785968	20160111120000	20160111000000:20160112000000	3245.80102539062	0.0:6491.60205078	0.00834419	0.00889091	0.000397134
-74.5822482638889	-74.70703125:-74.4574652778	-20.7570136806737	-20.8816019861:-20.6324253753	20160111120000	20160111000000:20160112000000	3245.80102539062	0.0:6491.60205078	0.0010376	-0.0120544	0.000394109
-74.5822482638889	-74.70703125:-74.4574652778	-20.0094838483714	-20.1340721538:-19.884895543	20160102120000	20160102000000:20160103000000	3245.80102539062	0.0:6491.60205078	-0.0246302	0.086488	0.000398321
-74.5822482638889	-74.70703125:-74.4574652778	-19.760307237604	-19.884895543:-19.6357189322	20160102120000	20160102000000:20160103000000	3245.80102539062	0.0:6491.60205078	0.0717975	0.0546467	0.000399052
-74.5822482638889	-74.70703125:-74.4574652778	-19.5111306268366	-19.6357189322:-19.3865423215	20160102120000	20160102000000:20160103000000	3245.80102539062	0.0:6491.60205078	0.00776071	-0.0290343	0.000399236
-74.5822482638889	-74.70703125:-74.4574652778	-19.2619540160692	-19.3865423215:-19.1373657107	20160102120000	20160102000000:20160103000000	3245.80102539062	0.0:6491.60205078	0.00331794	0.0137335	0.000399473
-74.5822482638889	-74.70703125:-74.4574652778	-15.5243048545579	-15.6488931599:-15.3997165492	20160104120000	20160104000000:20160105000000	3245.80102539062	0.0:6491.60205078	0.00908203	-0.015564	0.000393122
-74.5822482638889	-74.70703125:-74.4574652778	-15.2751282437905	-15.3997165492:-15.1505399384	20160104120000	20160104000000:20160105000000	3245.80102539062	0.0:6491.60205078	0.00559345	0.0057287	0.000396135
-74.5822482638889	-74.70703125:-74.4574652778	-15.0259516330231	-15.1505399384:-14.9013633276	20160104120000	20160104000000:20160105000000	3245.80102539062	0.0:6491.60205078	0.0103708	0.00225292	0.000395688
-74.5822482638889	-74.70703125:-74.4574652778	-14.7767750222556	-14.9013633276:-14.6521867169	20160104120000	20160104000000:20160105000000	3245.80102539062	0.0:6491.60205078	0.0095974	0.00163929	0.000396704
-74.5822482638889	-74.70703125:-74.4574652778	-14.5275984114882	-14.6521867169:-14.4030101061	20160104120000	20160104000000:20160105000000	3245.80102539062	0.0:6491.60205078	0.00889241	-0.00147044	0.000395723
-74.5822482638889	-74.70703125:-74.4574652778	-14.2784218007208	-14.4030101061:-14.1538334953	20160104120000	20160104000000:20160105000000	3245.80102539062	0.0:6491.60205078	0.00410703	-0.00189513	0.000395308
-74.5822482638889	-74.70703125:-74.4574652778	-14.0292451899534	-14.1538334953:-13.9046568846	20160104120000	20160104000000:20160105000000	3245.80102539062	0.0:6491.60205078	0.00964355	-0.0228271	0.000394669
-74.5822482638889	-74.70703125:-74.4574652778	-13.5308919684185	-13.6554802738:-13.406303663	20160127120000	20160127000000:20160128000000	3245.80102539062	0.0:6491.60205078	0.0127411	0.00743103	0.000394515
-74.5822482638889	-74.70703125:-74.4574652778	-13.2817153576511	-13.406303663:-13.1571270523	20160127120000	20160127000000:20160128000000	3245.80102539062	0.0:6491.60205078	0.0140832	0.00256348	0.000393551
-74.5822482638889	-74.70703125:-74.4574652778	-13.0325387468837	-13.1571270523:-12.9079504415	20160127120000	20160127000000:20160128000000	3245.80102539062	0.0:6491.60205078	0.0116608	0.00924072	0.000394137
-74.5822482638889	-74.70703125:-74.4574652778	-12.7833621361163	-12.9079504415:-12.6587738307	20160127120000	20160127000000:20160128000000	3245.80102539062	0.0:6491.60205078	0.0123322	0.00368958	0.00039396
-74.5822482638889	-74.70703125:-74.4574652778	-12.5341855253489	-12.6587738307:-12.40959722	20160127120000	20160127000000:20160128000000	3245.80102539062	0.0:6491.60205078	0.0112207	-0.00343323	0.000390989
-74.5822482638889	-74.70703125:-74.4574652778	-12.2850089145814	-12.40959722:-12.1604206092	20160127120000	20160127000000:20160128000000	3245.80102539062	0.0:6491.60205078	0.0117829	0.00481441	0.000393616
-74.5822482638889	-74.70703125:-74.4574652778	0.422998234556907	0.298409929173:0.547586539941	20160122120000	20160122000000:20160123000000	3245.80102539062	0.0:6491.60205078	0.0194353	0.00812639	0.000402383
-74.5822482638889	-74.70703125:-74.4574652778	5.6557070606727	5.53111875529:5.78029536606	20160115120000	20160115000000:20160116000000	3245.80102539062	0.0:6491.60205078	0.0184326	0.0113647	0.000397961
-74.5822482638889	-74.70703125:-74.4574652778	5.90488367144012	5.78029536606:6.02947197682	20160115120000	20160115000000:20160116000000	3245.80102539062	0.0:6491.60205078	0.0182385	0.0127383	0.00039795
-74.5822482638889	-74.70703125:-74.4574652778	6.15406028220753	6.02947197682:6.27864858759	20160115120000	20160115000000:20160116000000	3245.80102539062	0.0:6491.60205078	0.0180789	0.012567	0.000397679
-74.5822482638889	-74.70703125:-74.4574652778	6.40323689297495	6.27864858759:6.52782519836	20160115120000	20160115000000:20160116000000	3245.80102539062	0.0:6491.60205078	0.018614	0.0125139	0.000397147
-74.3326822916667	-74.4574652778:-74.2078993056	-29.7273716683007	-29.8519599737:-29.6027833629	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.00592041	-0.0045166	0.000395618
-74.3326822916667	-74.4574652778:-74.2078993056	-29.4781950575333	-29.6027833629:-29.3536067521	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	-0.00190339	0.00256566	0.000393971
-74.3326822916667	-74.4574652778:-74.2078993056	-29.2290184467659	-29.3536067521:-29.1044301414	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.00402701	0.00927367	0.00039482
-74.3326822916667	-74.4574652778:-74.2078993056	-28.9798418359985	-29.1044301414:-28.8552535306	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	0.00703231	0.0107359	0.000397345
-74.3326822916667	-74.4574652778:-74.2078993056	-28.7306652252311	-28.8552535306:-28.6060769198	20160118120000	20160118000000:20160119000000	3245.80102539062	0.0:6491.60205078	-0.000741813	0.0159814	0.000397088
