longitude	longitude_bnds	latitude	latitude_bnds	time..YYYYMMDDHHMMSS.	time_bnds..YYYYMMDDHHMMSS.	altitude..km.	alt_bnds..km.	fluorescence_offset_relative_771nm_idp	fluorescence_offset_relative_757nm_idp	xco2..Moles.Mole...1..
-74.5822482638889	-74.70703125:-74.4574652778	-19.2619540160692	-19.3865423215:-19.1373657107	20200925120000	20200925000000:20200926000000	2883.77221679688	0.0:5767.54443359	0.0112305	0.0088501	0.000406993
-74.5822482638889	-74.70703125:-74.4574652778	-13.2817153576511	-13.406303663:-13.1571270523	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00507702	8.32298e-05	0.000403917
-74.5822482638889	-74.70703125:-74.4574652778	-13.0325387468837	-13.1571270523:-12.9079504415	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0091451	0.129703	0.000403794
-74.5822482638889	-74.70703125:-74.4574652778	-12.7833621361163	-12.9079504415:-12.6587738307	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0128371	0.00353465	0.000405225
-74.5822482638889	-74.70703125:-74.4574652778	-12.5341855253489	-12.6587738307:-12.40959722	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	-0.00652161	0.00101144	0.000407847
-74.5822482638889	-74.70703125:-74.4574652778	0.921351456091742	0.796763150708:1.04593976148	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0179007	0.0132272	0.000410378
-74.5822482638889	-74.70703125:-74.4574652778	1.17052806685916	1.04593976148:1.29511637224	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0197194	0.0127614	0.000409078
-74.5822482638889	-74.70703125:-74.4574652778	1.41970467762658	1.29511637224:1.54429298301	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0174457	0.0121733	0.000408002
-74.5822482638889	-74.70703125:-74.4574652778	1.668881288394	1.54429298301:1.79346959378	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0177294	0.011931	0.000409094
-74.5822482638889	-74.70703125:-74.4574652778	1.91805789916142	1.79346959378:2.04264620455	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0167175	0.00983887	0.000410179
-74.5822482638889	-74.70703125:-74.4574652778	2.16723450992884	2.04264620455:2.29182281531	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0171814	0.0100486	0.000408964
-74.5822482638889	-74.70703125:-74.4574652778	2.41641112069626	2.29182281531:2.54099942608	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0164185	0.0140381	0.0004094
-74.3326822916667	-74.4574652778:-74.2078993056	-14.5275984114882	-14.6521867169:-14.4030101061	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	-0.00195058	-0.00463867	0.000410818
-74.3326822916667	-74.4574652778:-74.2078993056	-14.2784218007208	-14.4030101061:-14.1538334953	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00971985	-0.134148	0.000408592
-74.3326822916667	-74.4574652778:-74.2078993056	-14.0292451899534	-14.1538334953:-13.9046568846	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00964355	0.00189209	0.00039374
-74.3326822916667	-74.4574652778:-74.2078993056	-13.780068579186	-13.9046568846:-13.6554802738	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0054245	-0.347893	0.000411754
-74.3326822916667	-74.4574652778:-74.2078993056	-13.5308919684185	-13.6554802738:-13.406303663	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0101318	-0.0015564	0.000402152
-74.3326822916667	-74.4574652778:-74.2078993056	-13.2817153576511	-13.406303663:-13.1571270523	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0102743	0.00152588	0.00040338
-74.3326822916667	-74.4574652778:-74.2078993056	-8.79653636383758	-8.92112466922:-8.67194805845	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	-0.0295003	0.0107422	0.000408177
-74.3326822916667	-74.4574652778:-74.2078993056	-8.54735975307016	-8.67194805845:-8.42277144769	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0151001	0.00949707	0.000406925
-74.3326822916667	-74.4574652778:-74.2078993056	-8.29818314230275	-8.42277144769:-8.17359483692	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0164795	-0.00254822	0.000409431
-74.3326822916667	-74.4574652778:-74.2078993056	0.672174845324324	0.547586539941:0.796763150708	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0187699	0.010527	0.000409799
-74.3326822916667	-74.4574652778:-74.2078993056	0.921351456091742	0.796763150708:1.04593976148	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0180634	0.0134125	0.000409411
-74.3326822916667	-74.4574652778:-74.2078993056	1.17052806685916	1.04593976148:1.29511637224	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0184377	0.0132497	0.000410289
-74.0831163194444	-74.2078993056:-73.9583333333	-15.7734814653253	-15.8980697707:-15.6488931599	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	-0.0109151	-0.0032959	0.000410782
-74.0831163194444	-74.2078993056:-73.9583333333	-15.5243048545579	-15.6488931599:-15.3997165492	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0101426	0.00562202	0.000410434
-74.0831163194444	-74.2078993056:-73.9583333333	-15.2751282437905	-15.3997165492:-15.1505399384	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00847763	0.000895691	0.000409569
-74.0831163194444	-74.2078993056:-73.9583333333	-15.0259516330231	-15.1505399384:-14.9013633276	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00684967	-0.000263977	0.000410086
-74.0831163194444	-74.2078993056:-73.9583333333	-14.7767750222556	-14.9013633276:-14.6521867169	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0124181	0.000113169	0.000410042
-74.0831163194444	-74.2078993056:-73.9583333333	-14.5275984114882	-14.6521867169:-14.4030101061	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00734527	0.0019405	0.000408717
-74.0831163194444	-74.2078993056:-73.9583333333	-14.2784218007208	-14.4030101061:-14.1538334953	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00789388	0.000325521	0.00040597
-74.0831163194444	-74.2078993056:-73.9583333333	-10.5407726392095	-10.6653609446:-10.4161843338	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0109863	-0.000915527	0.000408447
-74.0831163194444	-74.2078993056:-73.9583333333	-9.79324280690726	-9.91783111229:-9.66865450152	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.00843811	0.017807	0.000409335
-74.0831163194444	-74.2078993056:-73.9583333333	-9.54406619613984	-9.66865450152:-9.41947789076	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0184021	0.0144043	0.000409262
-74.0831163194444	-74.2078993056:-73.9583333333	-0.822884819280187	-0.947473124664:-0.698296513896	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0220947	0.0101318	0.000411184
-74.0831163194444	-74.2078993056:-73.9583333333	6.40323689297495	6.27864858759:6.52782519836	20200929120000	20200929000000:20200930000000	2883.77221679688	0.0:5767.54443359	0.0195679	0.0123657	0.00040596
-73.8335503472222	-73.9583333333:-73.7087673611	-23.9963096206501	-24.120897926:-23.8717213153	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0181274	0.00836182	0.000390016
-73.8335503472222	-73.9583333333:-73.7087673611	-16.5210112976276	-16.645599603:-16.3964229922	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.0288086	0.540039	0.000402041
-73.8335503472222	-73.9583333333:-73.7087673611	-16.2718346868601	-16.3964229922:-16.1472463815	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00787354	0.00982666	0.0004151
-73.8335503472222	-73.9583333333:-73.7087673611	-16.0226580760927	-16.1472463815:-15.8980697707	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00597382	-0.00457255	0.000410229
-73.8335503472222	-73.9583333333:-73.7087673611	-15.7734814653253	-15.8980697707:-15.6488931599	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00780856	0.0324353	0.000410957
-73.8335503472222	-73.9583333333:-73.7087673611	-15.5243048545579	-15.6488931599:-15.3997165492	20200918120000	20200918000000:20200919000000	2883.77221679688	0.0:5767.54443359	0.00766695	-0.00191557	0.000410798
-73.8335503472222	-73.9583333333:-73.7087673611	-10.5407726392095	-10.6653609446:-10.4161843338	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0189209	0.0258179	0.000410991
-73.8335503472222	-73.9583333333:-73.7087673611	-2.3179444838847	-2.44253278927:-2.1933561785	20200904120000	20200904000000:20200905000000	2883.77221679688	0.0:5767.54443359	0.0167847	0.0123596	0.000410945
-73.8335503472222	-73.9583333333:-73.7087673611	5.15735383913786	5.03276553375:5.28194214452	20200929120000	20200929000000:20200930000000	2883.77221679688	0.0:5767.54443359	0.0100098	0.0100708	0.000401404
-73.8335503472222	-73.9583333333:-73.7087673611	5.6557070606727	5.53111875529:5.78029536606	20200929120000	20200929000000:20200930000000	2883.77221679688	0.0:5767.54443359	0.014801	0.0117188	0.00040252
-73.583984375	-73.7087673611:-73.4592013889	-12.035832303814	-12.1604206092:-11.9112439984	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0108032	0.00671387	0.000412117
-73.583984375	-73.7087673611:-73.4592013889	-10.5407726392095	-10.6653609446:-10.4161843338	20200911120000	20200911000000:20200912000000	2883.77221679688	0.0:5767.54443359	0.00836182	0.00689697	0.000410648
-73.3344184027778	-73.4592013889:-73.2096354167	-27.7339587821614	-27.8585470875:-27.6093704768	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0221558	0.00994873	0.000392872
-73.3344184027778	-73.4592013889:-73.2096354167	-27.484782171394	-27.6093704768:-27.360193866	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0527222	0.140762	0.0003999
-73.3344184027778	-73.4592013889:-73.2096354167	-27.2356055606266	-27.360193866:-27.1110172552	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	-0.00704956	0.00457764	0.0004032
-73.3344184027778	-73.4592013889:-73.2096354167	-26.9864289498591	-27.1110172552:-26.8618406445	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0176595	-0.0357056	0.000401588
-73.3344184027778	-73.4592013889:-73.2096354167	-26.7372523390917	-26.8618406445:-26.6126640337	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0124512	-999999	0.000400859
-73.3344184027778	-73.4592013889:-73.2096354167	-26.4880757283243	-26.6126640337:-26.3634874229	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0169373	0.00341797	0.00039613
-73.3344184027778	-73.4592013889:-73.2096354167	-14.0292451899534	-14.1538334953:-13.9046568846	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	-0.0435181	0.00680542	0.000402529
-73.3344184027778	-73.4592013889:-73.2096354167	-13.780068579186	-13.9046568846:-13.6554802738	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0197643	0.0177409	0.000400769
-73.3344184027778	-73.4592013889:-73.2096354167	-13.5308919684185	-13.6554802738:-13.406303663	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.00465745	0.0259212	0.000404461
-73.3344184027778	-73.4592013889:-73.2096354167	-13.2817153576511	-13.406303663:-13.1571270523	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0110258	-0.0224322	0.000412096
-73.3344184027778	-73.4592013889:-73.2096354167	-12.7833621361163	-12.9079504415:-12.6587738307	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0246277	0.0125732	0.000410359
-73.3344184027778	-73.4592013889:-73.2096354167	-11.5374790822792	-11.6620673877:-11.4128907769	20200911120000	20200911000000:20200912000000	2883.77221679688	0.0:5767.54443359	0.0140991	0.0159302	0.000407085
-73.0848524305556	-73.2096354167:-72.9600694444	-28.9798418359985	-29.1044301414:-28.8552535306	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0136719	-0.0975952	0.000409143
-73.0848524305556	-73.2096354167:-72.9600694444	-28.7306652252311	-28.8552535306:-28.6060769198	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	-0.0128479	0.000881619	0.000406675
-73.0848524305556	-73.2096354167:-72.9600694444	-28.4814886144637	-28.6060769198:-28.3569003091	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0141068	-0.000839235	0.0004031
-73.0848524305556	-73.2096354167:-72.9600694444	-28.2323120036962	-28.3569003091:-28.1077236983	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0086792	0.00535583	0.000402464
-73.0848524305556	-73.2096354167:-72.9600694444	-27.9831353929288	-28.1077236983:-27.8585470875	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	-0.0169881	0.00506592	0.000402293
-73.0848524305556	-73.2096354167:-72.9600694444	-27.7339587821614	-27.8585470875:-27.6093704768	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	-0.033068	-0.0157471	0.000403354
-73.0848524305556	-73.2096354167:-72.9600694444	-27.484782171394	-27.6093704768:-27.360193866	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.000213623	0.00213623	0.000394658
-73.0848524305556	-73.2096354167:-72.9600694444	-15.2751282437905	-15.3997165492:-15.1505399384	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	-0.00681152	-0.0118896	0.000409909
-73.0848524305556	-73.2096354167:-72.9600694444	-15.0259516330231	-15.1505399384:-14.9013633276	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	-0.0130615	0.0938721	0.00040602
-73.0848524305556	-73.2096354167:-72.9600694444	-14.7767750222556	-14.9013633276:-14.6521867169	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.00708686	-0.00398763	0.000408762
-73.0848524305556	-73.2096354167:-72.9600694444	-14.5275984114882	-14.6521867169:-14.4030101061	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.00673421	-0.0173136	0.000407918
-73.0848524305556	-73.2096354167:-72.9600694444	-14.2784218007208	-14.4030101061:-14.1538334953	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	-0.000613403	0.00777283	0.000408966
-73.0848524305556	-73.2096354167:-72.9600694444	-14.0292451899534	-14.1538334953:-13.9046568846	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	-0.0207316	-0.000868056	0.000409684
-73.0848524305556	-73.2096354167:-72.9600694444	-13.0325387468837	-13.1571270523:-12.9079504415	20200911120000	20200911000000:20200912000000	2883.77221679688	0.0:5767.54443359	0.00258636	-0.00453949	0.000398245
-73.0848524305556	-73.2096354167:-72.9600694444	-12.7833621361163	-12.9079504415:-12.6587738307	20200911120000	20200911000000:20200912000000	2883.77221679688	0.0:5767.54443359	0.0197862	0.00306612	0.000406248
-73.0848524305556	-73.2096354167:-72.9600694444	-12.5341855253489	-12.6587738307:-12.40959722	20200911120000	20200911000000:20200912000000	2883.77221679688	0.0:5767.54443359	0.0194643	0.0127581	0.000409557
-73.0848524305556	-73.2096354167:-72.9600694444	-12.2850089145814	-12.40959722:-12.1604206092	20200911120000	20200911000000:20200912000000	2883.77221679688	0.0:5767.54443359	0.0111796	0.00816854	0.00041181
-73.0848524305556	-73.2096354167:-72.9600694444	-12.035832303814	-12.1604206092:-11.9112439984	20200911120000	20200911000000:20200912000000	2883.77221679688	0.0:5767.54443359	0.0151367	0.0100098	0.000409916
-72.8352864583333	-72.9600694444:-72.7105034722	-29.9765482790682	-30.1011365845:-29.8519599737	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0640503	-0.000500488	0.000409766
-72.8352864583333	-72.9600694444:-72.7105034722	-29.7273716683007	-29.8519599737:-29.6027833629	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0125854	0.0361684	0.000410309
-72.8352864583333	-72.9600694444:-72.7105034722	-29.4781950575333	-29.6027833629:-29.3536067521	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	-0.01457	-0.00334641	0.000409381
-72.8352864583333	-72.9600694444:-72.7105034722	-29.2290184467659	-29.3536067521:-29.1044301414	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.0158119	-0.00884071	0.000408183
-72.8352864583333	-72.9600694444:-72.7105034722	-28.9798418359985	-29.1044301414:-28.8552535306	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0.00982666	-0.00334549	0.000405221
-72.8352864583333	-72.9600694444:-72.7105034722	-28.7306652252311	-28.8552535306:-28.6060769198	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	-0.0224406	-0.000152588	0.000405147
-72.8352864583333	-72.9600694444:-72.7105034722	-28.4814886144637	-28.6060769198:-28.3569003091	20200902120000	20200902000000:20200903000000	2883.77221679688	0.0:5767.54443359	0	-999999	0.000404007
-72.8352864583333	-72.9600694444:-72.7105034722	-16.5210112976276	-16.645599603:-16.3964229922	20200920120000	20200920000000:20200921000000	2883.77221679688	0.0:5767.54443359	0.0109558	0.25	0.000408415
